order_date,product_category,region,revenue,quantity,discount_amount,order_count,refund_amount
2025-10-26,Sports,West,2722.37,40,321.28,21,0.0
2025-10-27,Electronics,Northeast,6731.08,33,330.13,12,0.0
2025-10-27,Electronics,Southeast,4692.73,23,301.45,8,0.0
2025-10-27,Electronics,Midwest,3963.72,19,292.75,11,0.0
2025-10-27,Electronics,West,4702.0,23,383.53,10,157.48
2025-10-27,Clothing,Northeast,3644.7,72,305.41,22,0.0
2025-10-27,Clothing,Southeast,3260.83,65,98.0,34,89.73
2025-10-27,Clothing,Midwest,3163.43,63,191.99,36,0.0
2025-10-27,Clothing,West,3270.23,65,130.63,38,0.0
2025-10-27,Home & Garden,Northeast,3175.08,44,351.78,14,0.0
2025-10-27,Home & Garden,Southeast,2535.15,35,234.02,20,0.0
2025-10-27,Home & Garden,Midwest,1957.56,27,211.86,9,0.0
2025-10-27,Home & Garden,West,3296.89,46,196.82,20,0.0
2025-10-27,Sports,Northeast,2843.65,42,320.21,23,80.75
2025-10-27,Sports,Southeast,1685.84,25,199.43,9,0.0
2025-10-27,Sports,Midwest,1831.18,27,127.07,15,0.0
2025-10-27,Sports,West,2171.86,32,85.31,10,49.83
2025-10-28,Electronics,Northeast,5417.44,27,209.22,14,0.0
2025-10-28,Electronics,Southeast,5135.56,25,491.62,8,0.0
2025-10-28,Electronics,Midwest,5214.68,26,535.54,11,174.5
2025-10-28,Electronics,West,4806.52,24,163.72,9,62.67
2025-10-28,Clothing,Northeast,3219.15,64,307.03,37,0.0
2025-10-28,Clothing,Southeast,3267.46,65,69.09,32,0.0
2025-10-28,Clothing,Midwest,2227.09,44,70.87,17,0.0
2025-10-28,Clothing,West,3303.33,66,361.75,33,0.0
2025-10-28,Home & Garden,Northeast,2540.9,35,283.6,13,0.0
2025-10-28,Home & Garden,Southeast,2219.13,31,74.02,10,0.0
2025-10-28,Home & Garden,Midwest,2345.17,32,144.43,14,0.0
2025-10-28,Home & Garden,West,2791.27,39,241.19,14,105.33
2025-10-28,Sports,Northeast,2758.21,41,77.75,17,0.0
2025-10-28,Sports,Southeast,1662.48,24,127.04,7,0.0
2025-10-28,Sports,Midwest,1803.95,27,139.39,9,0.0
2025-10-28,Sports,West,2217.9,33,70.14,11,0.0
2025-10-29,Electronics,Northeast,5018.26,25,356.48,13,0.0
2025-10-29,Electronics,Southeast,5026.5,25,330.14,7,0.0
2025-10-29,Electronics,Midwest,5052.45,25,466.48,10,0.0
2025-10-29,Electronics,West,6040.77,30,470.16,9,0.0
2025-10-29,Clothing,Northeast,2971.81,59,354.87,34,138.75
2025-10-29,Clothing,Southeast,2438.08,48,148.45,25,0.0
2025-10-29,Clothing,Midwest,3216.6,64,272.09,27,0.0
2025-10-29,Clothing,West,3144.87,62,336.38,35,0.0
2025-10-29,Home & Garden,Northeast,3219.28,45,277.44,20,0.0
2025-10-29,Home & Garden,Southeast,2347.77,32,88.86,14,0.0
2025-10-29,Home & Garden,Midwest,2455.07,34,103.77,10,36.63
2025-10-29,Home & Garden,West,2940.85,41,218.93,18,0.0
2025-10-29,Sports,Northeast,2157.61,32,117.84,12,0.0
2025-10-29,Sports,Southeast,2180.02,32,68.2,17,0.0
2025-10-29,Sports,Midwest,1991.56,29,215.84,8,10.05
2025-10-29,Sports,West,1789.55,26,142.77,13,66.26
2025-10-30,Electronics,Northeast,5765.44,28,250.42,10,0.0
2025-10-30,Electronics,Southeast,4112.89,20,289.5,7,0.0
2025-10-30,Electronics,Midwest,4916.73,24,255.13,11,0.0
2025-10-30,Electronics,West,5105.46,25,256.17,8,0.0
2025-10-30,Clothing,Northeast,3198.3,63,160.08,20,0.0
2025-10-30,Clothing,Southeast,3455.66,69,384.12,33,0.0
2025-10-30,Clothing,Midwest,2695.27,53,315.96,30,0.0
2025-10-30,Clothing,West,3677.26,73,190.75,31,69.22
2025-10-30,Home & Garden,Northeast,3305.3,46,222.62,25,0.0
2025-10-30,Home & Garden,Southeast,2707.58,37,272.32,21,0.0
2025-10-30,Home & Garden,Midwest,2671.01,37,202.27,12,27.16
2025-10-30,Home & Garden,West,2911.38,40,326.72,22,105.48
2025-10-30,Sports,Northeast,2102.86,31,98.51,15,0.0
2025-10-30,Sports,Southeast,2298.9,34,89.23,17,0.0
2025-10-30,Sports,Midwest,1842.37,27,125.17,15,0.0
2025-10-30,Sports,West,2602.18,39,56.03,22,0.0
2025-10-31,Electronics,Northeast,5081.56,25,609.57,11,153.57
2025-10-31,Electronics,Southeast,4409.03,22,491.66,10,0.0
2025-10-31,Electronics,Midwest,4285.19,21,314.38,8,109.88
2025-10-31,Electronics,West,5494.01,27,164.06,16,0.0
2025-10-31,Clothing,Northeast,4089.21,81,455.67,33,0.0
2025-10-31,Clothing,Southeast,3075.03,61,129.54,20,143.72
2025-10-31,Clothing,Midwest,2785.47,55,172.02,19,0.0
2025-10-31,Clothing,West,3141.39,62,324.62,27,0.0
2025-10-31,Home & Garden,Northeast,3221.82,45,147.34,24,0.0
2025-10-31,Home & Garden,Southeast,2641.69,36,182.43,12,0.0
2025-10-31,Home & Garden,Midwest,1952.34,27,179.68,12,0.0
2025-10-31,Home & Garden,West,2796.35,39,235.4,12,118.38
2025-10-31,Sports,Northeast,2827.38,42,245.48,22,0.0
2025-10-31,Sports,Southeast,2274.04,34,98.11,17,57.5
2025-10-31,Sports,Midwest,1708.7,25,139.74,12,0.0
2025-10-31,Sports,West,2185.22,32,150.31,9,0.0
2025-11-01,Electronics,Northeast,6276.98,31,457.85,11,0.0
2025-11-01,Electronics,Southeast,5244.57,26,531.36,13,0.0
2025-11-01,Electronics,Midwest,6808.87,34,209.04,11,65.34
2025-11-01,Electronics,West,7225.66,36,733.56,13,0.0
2025-11-01,Clothing,Northeast,4442.35,88,269.22,41,0.0
2025-11-01,Clothing,Southeast,3472.34,69,306.97,38,0.0
2025-11-01,Clothing,Midwest,4012.94,80,385.08,26,0.0
2025-11-01,Clothing,West,4380.44,87,112.19,26,109.48
2025-11-01,Home & Garden,Northeast,3796.9,53,373.76,24,0.0
2025-11-01,Home & Garden,Southeast,2723.97,38,198.35,11,118.24
2025-11-01,Home & Garden,Midwest,3378.44,47,228.21,14,156.35
2025-11-01,Home & Garden,West,4146.02,58,316.55,17,0.0
2025-11-01,Sports,Northeast,2888.48,43,335.49,20,0.0
2025-11-01,Sports,Southeast,2821.22,42,168.79,13,33.92
2025-11-01,Sports,Midwest,2653.23,39,156.32,22,0.0
2025-11-01,Sports,West,3152.42,47,107.17,28,0.0
2025-11-02,Electronics,Northeast,7802.47,39,916.26,12,0.0
2025-11-02,Electronics,Southeast,7380.55,36,398.99,19,0.0
2025-11-02,Electronics,Midwest,5608.29,28,546.0,8,278.34
2025-11-02,Electronics,West,7123.13,35,395.91,20,0.0
2025-11-02,Clothing,Northeast,5016.39,100,431.75,32,0.0
2025-11-02,Clothing,Southeast,4364.97,87,398.57,28,155.32
2025-11-02,Clothing,Midwest,3698.0,73,347.48,28,0.96
2025-11-02,Clothing,West,3960.99,79,221.78,30,37.11
2025-11-02,Home & Garden,Northeast,3820.2,53,288.33,22,67.6
2025-11-02,Home & Garden,Southeast,2720.98,38,217.15,15,0.0
2025-11-02,Home & Garden,Midwest,2681.46,37,157.62,12,0.0
2025-11-02,Home & Garden,West,4154.45,58,489.47,27,79.09
2025-11-02,Sports,Northeast,2669.27,40,133.77,17,58.01
2025-11-02,Sports,Southeast,2517.95,37,172.29,11,31.05
2025-11-02,Sports,Midwest,2457.03,36,195.04,12,37.43
2025-11-02,Sports,West,3373.45,50,179.54,24,0.0
2025-11-03,Electronics,Northeast,5590.9,27,298.97,14,0.0
2025-11-03,Electronics,Southeast,5948.45,29,199.94,11,0.0
2025-11-03,Electronics,Midwest,3961.53,19,203.7,11,0.0
2025-11-03,Electronics,West,5041.19,25,451.17,11,0.0
2025-11-03,Clothing,Northeast,3229.09,64,186.01,34,0.0
2025-11-03,Clothing,Southeast,2536.67,50,193.76,23,0.0
2025-11-03,Clothing,Midwest,2896.25,57,217.25,33,0.0
2025-11-03,Clothing,West,3575.04,71,228.25,27,0.0
2025-11-03,Home & Garden,Northeast,3382.76,47,336.81,19,0.0
2025-11-03,Home & Garden,Southeast,2633.34,36,116.4,17,0.0
2025-11-03,Home & Garden,Midwest,2510.17,35,68.77,20,0.0
2025-11-03,Home & Garden,West,2640.89,36,186.61,20,0.0
2025-11-03,Sports,Northeast,2441.9,36,241.92,14,0.0
2025-11-03,Sports,Southeast,2029.52,30,170.11,9,0.0
2025-11-03,Sports,Midwest,1913.47,28,106.2,13,94.11
2025-11-03,Sports,West,2356.18,35,141.28,18,0.0
2025-11-04,Electronics,Northeast,5833.09,29,122.81,10,0.0
2025-11-04,Electronics,Southeast,5037.6,25,393.19,11,0.0
2025-11-04,Electronics,Midwest,4304.04,21,418.5,10,0.0
2025-11-04,Electronics,West,5158.93,25,115.85,8,0.0
2025-11-04,Clothing,Northeast,4264.89,85,134.8,49,66.51
2025-11-04,Clothing,Southeast,2946.4,58,119.88,25,0.0
2025-11-04,Clothing,Midwest,2633.22,52,236.14,20,0.0
2025-11-04,Clothing,West,3709.45,74,116.88,41,0.0
2025-11-04,Home & Garden,Northeast,3212.57,44,117.05,26,28.02
2025-11-04,Home & Garden,Southeast,2160.14,30,164.14,17,43.75
2025-11-04,Home & Garden,Midwest,1966.01,27,165.24,11,60.37
2025-11-04,Home & Garden,West,2417.06,33,191.48,13,0.0
2025-11-04,Sports,Northeast,2117.55,31,201.66,16,10.77
2025-11-04,Sports,Southeast,2297.58,34,88.91,13,0.0
2025-11-04,Sports,Midwest,1628.89,24,173.09,10,0.0
2025-11-04,Sports,West,2285.33,34,185.41,16,0.0
2025-11-05,Electronics,Northeast,6829.24,34,558.2,18,0.0
2025-11-05,Electronics,Southeast,4594.89,22,374.25,7,27.08
2025-11-05,Electronics,Midwest,4149.68,20,158.95,10,0.0
2025-11-05,Electronics,West,5320.13,26,179.75,10,169.05
2025-11-05,Clothing,Northeast,3878.54,77,327.84,46,0.0
2025-11-05,Clothing,Southeast,2987.57,59,101.67,23,0.0
2025-11-05,Clothing,Midwest,2217.9,44,123.99,13,90.4
2025-11-05,Clothing,West,3912.25,78,275.98,34,0.0
2025-11-05,Home & Garden,Northeast,2898.76,40,301.44,17,4.47
2025-11-05,Home & Garden,Southeast,2761.06,38,135.87,14,0.0
2025-11-05,Home & Garden,Midwest,1951.39,27,128.27,14,0.0
2025-11-05,Home & Garden,West,2804.7,39,87.85,13,0.0
2025-11-05,Sports,Northeast,2710.35,40,153.64,21,97.43
2025-11-05,Sports,Southeast,2037.08,30,242.37,9,0.0
2025-11-05,Sports,Midwest,1980.97,29,98.59,17,0.0
2025-11-05,Sports,West,2066.75,31,210.13,13,0.0
2025-11-06,Electronics,Northeast,6661.52,33,291.07,17,0.0
2025-11-06,Electronics,Southeast,4701.26,23,428.17,11,32.73
2025-11-06,Electronics,Midwest,3971.92,19,161.63,6,0.0
2025-11-06,Electronics,West,5018.39,25,370.74,9,0.0
2025-11-06,Clothing,Northeast,3296.64,65,154.07,36,0.0
2025-11-06,Clothing,Southeast,3215.16,64,94.92,37,0.0
2025-11-06,Clothing,Midwest,3152.27,63,375.9,35,136.51
2025-11-06,Clothing,West,2969.57,59,270.65,32,0.0
2025-11-06,Home & Garden,Northeast,3211.48,44,221.42,20,66.51
2025-11-06,Home & Garden,Southeast,2451.99,34,204.4,19,63.21
2025-11-06,Home & Garden,Midwest,2050.4,28,232.99,11,0.0
2025-11-06,Home & Garden,West,2560.02,35,51.83,18,0.0
2025-11-06,Sports,Northeast,2621.69,39,172.62,19,0.0
2025-11-06,Sports,Southeast,1650.66,24,121.23,8,0.0
2025-11-06,Sports,Midwest,1592.53,23,74.62,12,0.0
2025-11-06,Sports,West,2268.58,34,173.81,15,0.0
2025-11-07,Electronics,Northeast,6438.12,32,159.93,10,0.0
2025-11-07,Electronics,Southeast,4919.16,24,159.5,13,0.0
2025-11-07,Electronics,Midwest,3601.22,18,417.03,6,0.0
2025-11-07,Electronics,West,4690.21,23,398.67,7,0.0
2025-11-07,Clothing,Northeast,3274.59,65,279.84,24,0.0
2025-11-07,Clothing,Southeast,3484.56,69,127.37,28,0.0
2025-11-07,Clothing,Midwest,2915.4,58,126.57,28,0.0
2025-11-07,Clothing,West,2641.43,52,178.77,17,89.81
2025-11-07,Home & Garden,Northeast,2411.14,33,215.94,17,0.0
2025-11-07,Home & Garden,Southeast,2422.31,33,80.46,10,0.0
2025-11-07,Home & Garden,Midwest,2457.69,34,74.33,13,0.0
2025-11-07,Home & Garden,West,2350.84,32,228.84,16,116.71
2025-11-07,Sports,Northeast,2057.14,30,150.28,9,0.0
2025-11-07,Sports,Southeast,1952.08,29,180.07,14,40.18
2025-11-07,Sports,Midwest,1934.33,29,205.03,9,72.77
2025-11-07,Sports,West,2278.83,34,133.09,20,0.0
2025-11-08,Electronics,Northeast,6676.27,33,318.44,10,0.0
2025-11-08,Electronics,Southeast,6760.02,33,545.93,17,0.0
2025-11-08,Electronics,Midwest,6664.07,33,572.05,12,0.0
2025-11-08,Electronics,West,7177.23,35,680.29,13,322.23
2025-11-08,Clothing,Northeast,5531.15,110,384.35,36,0.0
2025-11-08,Clothing,Southeast,4046.53,80,294.7,47,0.0
2025-11-08,Clothing,Midwest,4119.23,82,136.75,45,0.0
2025-11-08,Clothing,West,4059.05,81,358.39,42,0.0
2025-11-08,Home & Garden,Northeast,4321.77,60,93.65,19,8.61
2025-11-08,Home & Garden,Southeast,2678.61,37,264.99,16,0.0
2025-11-08,Home & Garden,Midwest,2926.23,40,180.09,20,78.51
2025-11-08,Home & Garden,West,3740.95,52,178.62,20,0.0
2025-11-08,Sports,Northeast,2749.59,41,277.18,18,0.0
2025-11-08,Sports,Southeast,2739.67,41,283.43,20,95.71
2025-11-08,Sports,Midwest,2555.24,38,267.4,12,55.51
2025-11-08,Sports,West,2806.66,42,227.01,16,0.0
2025-11-09,Electronics,Northeast,8550.85,42,273.15,21,0.0
2025-11-09,Electronics,Southeast,5625.96,28,648.68,12,0.0
2025-11-09,Electronics,Midwest,6366.59,31,233.63,10,0.0
2025-11-09,Electronics,West,6488.67,32,704.94,17,261.85
2025-11-09,Clothing,Northeast,4253.15,85,112.23,43,0.0
2025-11-09,Clothing,Southeast,3240.23,64,212.3,26,0.0
2025-11-09,Clothing,Midwest,3603.91,72,204.59,27,103.42
2025-11-09,Clothing,West,4672.29,93,200.16,42,201.59
2025-11-09,Home & Garden,Northeast,3501.5,49,235.22,20,163.02
2025-11-09,Home & Garden,Southeast,3714.73,52,279.67,29,0.0
2025-11-09,Home & Garden,Midwest,2830.66,39,147.7,16,0.0
2025-11-09,Home & Garden,West,3247.9,45,90.25,18,0.0
2025-11-09,Sports,Northeast,3621.62,54,137.38,29,0.0
2025-11-09,Sports,Southeast,3072.24,46,82.62,20,129.78
2025-11-09,Sports,Midwest,2178.35,32,164.05,9,61.41
2025-11-09,Sports,West,2635.67,39,216.84,17,0.0
2025-11-10,Electronics,Northeast,5984.07,29,582.02,10,0.0
2025-11-10,Electronics,Southeast,5520.96,27,245.75,8,0.0
2025-11-10,Electronics,Midwest,4019.4,20,219.63,11,0.0
2025-11-10,Electronics,West,6492.18,32,130.79,15,0.0
2025-11-10,Clothing,Northeast,3927.19,78,119.37,35,96.61
2025-11-10,Clothing,Southeast,2471.87,49,295.87,25,113.86
2025-11-10,Clothing,Midwest,3129.07,62,225.22,31,0.0
2025-11-10,Clothing,West,3926.41,78,111.86,25,160.98
2025-11-10,Home & Garden,Northeast,2489.8,34,191.17,14,0.0
2025-11-10,Home & Garden,Southeast,2236.77,31,103.11,12,0.0
2025-11-10,Home & Garden,Midwest,2430.65,34,227.35,13,9.08
2025-11-10,Home & Garden,West,2422.98,33,237.44,15,19.91
2025-11-10,Sports,Northeast,2367.41,35,143.59,16,0.0
2025-11-10,Sports,Southeast,1766.11,26,89.77,9,13.92
2025-11-10,Sports,Midwest,1933.96,29,198.5,14,80.83
2025-11-10,Sports,West,2048.46,30,59.65,11,0.0
2025-11-11,Electronics,Northeast,6032.3,30,529.14,11,0.0
2025-11-11,Electronics,Southeast,4062.16,20,245.51,8,0.0
2025-11-11,Electronics,Midwest,4049.73,20,268.11,10,2.42
2025-11-11,Electronics,West,6226.82,31,736.36,10,0.0
2025-11-11,Clothing,Northeast,3416.03,68,283.63,33,0.0
2025-11-11,Clothing,Southeast,2710.58,54,274.51,16,122.31
2025-11-11,Clothing,Midwest,2638.91,52,86.77,29,0.0
2025-11-11,Clothing,West,3077.65,61,74.69,26,88.31
2025-11-11,Home & Garden,Northeast,3386.02,47,201.47,14,0.0
2025-11-11,Home & Garden,Southeast,2172.81,30,90.11,10,95.98
2025-11-11,Home & Garden,Midwest,1831.18,25,150.01,9,37.72
2025-11-11,Home & Garden,West,2805.76,39,73.22,14,27.98
2025-11-11,Sports,Northeast,2769.27,41,201.0,20,0.0
2025-11-11,Sports,Southeast,2235.88,33,265.94,17,0.0
2025-11-11,Sports,Midwest,1832.05,27,125.44,15,0.0
2025-11-11,Sports,West,2101.78,31,79.83,12,94.14
2025-11-12,Electronics,Northeast,6668.49,33,172.44,19,0.0
2025-11-12,Electronics,Southeast,5533.68,27,663.82,15,181.74
2025-11-12,Electronics,Midwest,4079.75,20,414.62,11,203.25
2025-11-12,Electronics,West,4882.71,24,510.98,12,0.0
2025-11-12,Clothing,Northeast,4088.48,81,427.34,28,0.0
2025-11-12,Clothing,Southeast,3367.45,67,302.27,38,117.96
2025-11-12,Clothing,Midwest,3183.36,63,243.08,29,157.26
2025-11-12,Clothing,West,3803.75,76,263.31,29,0.0
2025-11-12,Home & Garden,Northeast,2508.31,35,108.52,12,0.0
2025-11-12,Home & Garden,Southeast,2000.68,28,223.66,10,71.72
2025-11-12,Home & Garden,Midwest,2626.9,36,274.32,14,77.05
2025-11-12,Home & Garden,West,3208.95,44,312.67,24,0.0
2025-11-12,Sports,Northeast,2842.14,42,163.02,24,0.0
2025-11-12,Sports,Southeast,1680.83,25,84.34,8,79.73
2025-11-12,Sports,Midwest,2010.13,30,233.31,14,97.36
2025-11-12,Sports,West,2370.33,35,267.57,18,69.8
2025-11-13,Electronics,Northeast,5220.84,26,264.6,13,190.26
2025-11-13,Electronics,Southeast,5897.58,29,677.45,12,0.0
2025-11-13,Electronics,Midwest,5337.33,26,124.03,12,0.0
2025-11-13,Electronics,West,6528.57,32,274.78,15,0.0
2025-11-13,Clothing,Northeast,3082.53,61,291.4,22,0.0
2025-11-13,Clothing,Southeast,2601.46,52,282.34,16,0.0
2025-11-13,Clothing,Midwest,2850.23,57,309.72,24,35.56
2025-11-13,Clothing,West,2729.49,54,124.64,17,52.67
2025-11-13,Home & Garden,Northeast,3279.1,45,383.36,25,0.0
2025-11-13,Home & Garden,Southeast,2378.71,33,177.46,10,0.0
2025-11-13,Home & Garden,Midwest,2577.65,36,219.35,18,9.5
2025-11-13,Home & Garden,West,3130.34,43,154.92,17,0.0
2025-11-13,Sports,Northeast,1991.23,29,73.7,11,0.0
2025-11-13,Sports,Southeast,2037.64,30,223.76,9,0.0
2025-11-13,Sports,Midwest,1881.82,28,128.48,8,0.0
2025-11-13,Sports,West,1905.2,28,207.62,9,19.58
2025-11-14,Electronics,Northeast,5255.96,26,471.56,13,0.0
2025-11-14,Electronics,Southeast,4530.53,22,218.16,8,129.52
2025-11-14,Electronics,Midwest,5111.74,25,180.75,10,0.0
2025-11-14,Electronics,West,5048.01,25,435.15,12,6.5
2025-11-14,Clothing,Northeast,3126.0,62,153.74,20,0.0
2025-11-14,Clothing,Southeast,2770.02,55,165.5,24,0.0
2025-11-14,Clothing,Midwest,2258.43,45,168.06,15,0.0
2025-11-14,Clothing,West,3127.61,62,201.97,23,0.0
2025-11-14,Home & Garden,Northeast,2671.49,37,125.18,11,0.0
2025-11-14,Home & Garden,Southeast,2667.47,37,76.21,14,0.0
2025-11-14,Home & Garden,Midwest,2673.63,37,211.14,17,0.0
2025-11-14,Home & Garden,West,3100.25,43,191.79,19,0.0
2025-11-14,Sports,Northeast,2375.83,35,256.98,15,107.24
2025-11-14,Sports,Southeast,2171.44,32,152.46,18,0.0
2025-11-14,Sports,Midwest,1927.83,28,158.13,9,0.0
2025-11-14,Sports,West,1912.13,28,226.47,16,0.0
2025-11-15,Electronics,Northeast,6633.7,33,413.53,19,0.0
2025-11-15,Electronics,Southeast,7792.9,38,644.65,20,354.89
2025-11-15,Electronics,Midwest,6819.17,34,182.08,14,0.0
2025-11-15,Electronics,West,6652.72,33,316.8,14,0.0
2025-11-15,Clothing,Northeast,5216.42,104,429.34,47,0.0
2025-11-15,Clothing,Southeast,3766.53,75,131.15,35,0.0
2025-11-15,Clothing,Midwest,4127.27,82,464.29,38,59.04
2025-11-15,Clothing,West,4351.15,87,236.65,36,0.0
2025-11-15,Home & Garden,Northeast,3877.51,54,313.68,16,27.89
2025-11-15,Home & Garden,Southeast,3391.25,47,303.06,14,0.0
2025-11-15,Home & Garden,Midwest,2727.85,38,119.37,19,0.0
2025-11-15,Home & Garden,West,4142.75,57,91.24,31,0.0
2025-11-15,Sports,Northeast,2845.87,42,196.83,21,123.64
2025-11-15,Sports,Southeast,2219.76,33,260.65,14,0.0
2025-11-15,Sports,Midwest,2124.18,31,131.01,15,22.45
2025-11-15,Sports,West,3230.62,48,303.98,25,0.0
2025-11-16,Electronics,Northeast,8801.57,44,629.55,15,0.0
2025-11-16,Electronics,Southeast,6517.67,32,218.77,17,0.0
2025-11-16,Electronics,Midwest,4747.74,23,186.47,12,0.0
2025-11-16,Electronics,West,6433.54,32,422.33,18,0.0
2025-11-16,Clothing,Northeast,4256.89,85,435.7,38,0.0
2025-11-16,Clothing,Southeast,3313.24,66,76.39,27,0.0
2025-11-16,Clothing,Midwest,3057.33,61,327.28,29,0.0
2025-11-16,Clothing,West,3712.59,74,406.34,38,0.0
2025-11-16,Home & Garden,Northeast,3564.71,49,209.09,17,0.0
2025-11-16,Home & Garden,Southeast,3854.39,53,407.45,26,0.0
2025-11-16,Home & Garden,Midwest,2654.83,37,161.81,11,0.0
2025-11-16,Home & Garden,West,3957.63,55,82.67,31,0.0
2025-11-16,Sports,Northeast,3246.23,48,67.67,18,0.0
2025-11-16,Sports,Southeast,2397.68,35,279.82,17,0.0
2025-11-16,Sports,Midwest,2224.38,33,122.05,12,0.0
2025-11-16,Sports,West,3062.71,45,313.72,18,78.33
2025-11-17,Electronics,Northeast,6389.65,31,666.62,12,0.0
2025-11-17,Electronics,Southeast,5218.1,26,260.11,8,257.87
2025-11-17,Electronics,Midwest,4753.07,23,504.53,8,0.0
2025-11-17,Electronics,West,6363.22,31,317.39,10,0.0
2025-11-17,Clothing,Northeast,4175.55,83,419.82,44,0.0
2025-11-17,Clothing,Southeast,3192.64,63,281.19,32,0.0
2025-11-17,Clothing,Midwest,3237.27,64,148.73,27,0.0
2025-11-17,Clothing,West,2686.62,53,243.96,24,97.6
2025-11-17,Home & Garden,Northeast,2666.84,37,195.92,19,0.0
2025-11-17,Home & Garden,Southeast,2671.87,37,188.99,20,0.0
2025-11-17,Home & Garden,Midwest,2588.85,36,98.67,11,33.48
2025-11-17,Home & Garden,West,3089.18,43,297.46,15,0.0
2025-11-17,Sports,Northeast,2242.21,33,64.87,13,0.0
2025-11-17,Sports,Southeast,1845.67,27,182.37,10,27.14
2025-11-17,Sports,Midwest,2052.87,30,137.65,16,0.0
2025-11-17,Sports,West,2590.98,38,70.27,21,0.0
2025-11-18,Electronics,Northeast,6881.99,34,400.3,13,293.94
2025-11-18,Electronics,Southeast,4274.73,21,171.12,8,0.0
2025-11-18,Electronics,Midwest,5231.92,26,344.04,10,0.0
2025-11-18,Electronics,West,6113.67,30,420.36,14,193.96
2025-11-18,Clothing,Northeast,2886.79,57,136.7,30,110.35
2025-11-18,Clothing,Southeast,2987.49,59,287.87,19,0.0
2025-11-18,Clothing,Midwest,2844.17,56,171.62,33,0.0
2025-11-18,Clothing,West,2689.8,53,107.43,21,43.33
2025-11-18,Home & Garden,Northeast,3399.87,47,132.79,23,0.0
2025-11-18,Home & Garden,Southeast,2248.82,31,200.94,12,43.13
2025-11-18,Home & Garden,Midwest,2329.8,32,85.51,17,33.88
2025-11-18,Home & Garden,West,3000.62,42,238.96,16,0.0
2025-11-18,Sports,Northeast,2875.65,43,156.07,24,0.0
2025-11-18,Sports,Southeast,1750.74,26,201.0,14,0.0
2025-11-18,Sports,Midwest,1604.46,24,148.76,8,0.0
2025-11-18,Sports,West,2278.93,34,84.09,13,0.0
2025-11-19,Electronics,Northeast,4889.67,24,526.39,9,0.0
2025-11-19,Electronics,Southeast,4097.17,20,489.48,9,0.0
2025-11-19,Electronics,Midwest,3635.54,18,323.47,7,0.0
2025-11-19,Electronics,West,5604.02,28,377.93,9,0.0
2025-11-19,Clothing,Northeast,3787.65,75,189.81,37,0.0
2025-11-19,Clothing,Southeast,2723.97,54,219.45,18,0.0
2025-11-19,Clothing,Midwest,2273.31,45,208.86,15,12.08
2025-11-19,Clothing,West,2902.21,58,116.02,21,0.0
2025-11-19,Home & Garden,Northeast,2642.01,36,238.69,13,65.57
2025-11-19,Home & Garden,Southeast,2207.69,30,250.16,11,74.14
2025-11-19,Home & Garden,Midwest,2616.19,36,270.84,18,11.78
2025-11-19,Home & Garden,West,2762.88,38,255.17,12,31.93
2025-11-19,Sports,Northeast,2869.12,43,142.31,18,25.06
2025-11-19,Sports,Southeast,1631.56,24,80.04,12,0.0
2025-11-19,Sports,Midwest,1971.75,29,58.17,15,84.0
2025-11-19,Sports,West,2343.75,35,86.84,14,0.0
2025-11-20,Electronics,Northeast,6292.34,31,678.61,10,0.0
2025-11-20,Electronics,Southeast,4365.74,21,262.28,12,84.2
2025-11-20,Electronics,Midwest,5131.21,25,513.07,12,0.0
2025-11-20,Electronics,West,4648.72,23,416.6,7,0.0
2025-11-20,Clothing,Northeast,3109.53,62,191.56,29,0.0
2025-11-20,Clothing,Southeast,3214.07,64,122.54,26,0.0
2025-11-20,Clothing,Midwest,2191.12,43,193.8,23,0.0
2025-11-20,Clothing,West,2812.47,56,315.11,18,0.0
2025-11-20,Home & Garden,Northeast,2455.17,34,113.33,13,0.0
2025-11-20,Home & Garden,Southeast,2677.93,37,259.1,17,0.0
2025-11-20,Home & Garden,Midwest,2680.11,37,233.13,14,0.0
2025-11-20,Home & Garden,West,2970.64,41,87.71,20,51.35
2025-11-20,Sports,Northeast,2569.24,38,150.27,20,0.0
2025-11-20,Sports,Southeast,2390.23,35,60.85,17,101.45
2025-11-20,Sports,Midwest,2053.35,30,219.59,9,0.0
2025-11-20,Sports,West,1971.98,29,230.75,9,63.43
2025-11-21,Electronics,Northeast,5767.86,28,250.9,12,0.0
2025-11-21,Electronics,Southeast,4896.2,24,517.33,10,121.76
2025-11-21,Electronics,Midwest,4776.07,23,144.54,9,0.0
2025-11-21,Electronics,West,4400.37,22,128.0,10,0.0
2025-11-21,Clothing,Northeast,3318.62,66,235.07,23,0.0
2025-11-21,Clothing,Southeast,3540.43,70,199.45,22,80.45
2025-11-21,Clothing,Midwest,2764.96,55,226.66,24,0.0
2025-11-21,Clothing,West,3585.01,71,112.58,37,61.19
2025-11-21,Home & Garden,Northeast,3395.86,47,395.43,18,0.0
2025-11-21,Home & Garden,Southeast,2702.1,37,66.41,12,96.85
2025-11-21,Home & Garden,Midwest,2449.4,34,75.19,16,113.92
2025-11-21,Home & Garden,West,2632.19,36,172.95,19,0.0
2025-11-21,Sports,Northeast,2023.46,30,124.34,17,0.0
2025-11-21,Sports,Southeast,2071.05,31,201.34,13,0.0
2025-11-21,Sports,Midwest,2128.46,31,71.23,13,0.0
2025-11-21,Sports,West,1802.74,27,204.67,14,0.0
