campaign_date,channel,region,impressions,clicks,spend,conversions,conversion_revenue
2025-10-26,Paid Search,Midwest,42071,2286,1577.66,124,17014.67
2025-10-26,Paid Search,West,58494,1170,2193.53,98,6703.18
2025-10-26,Display Ads,Northeast,258879,12477,1294.4,445,57081.75
2025-10-26,Display Ads,Southeast,204330,9461,1021.65,541,33968.32
2025-10-26,Display Ads,Midwest,166003,2859,830.02,296,40926.6
2025-10-26,Display Ads,West,248554,4902,1242.77,207,24479.86
2025-10-27,Email,Northeast,48176,906,481.76,38,6896.85
2025-10-27,Email,Southeast,42191,823,421.91,18,2482.39
2025-10-27,Email,Midwest,49966,1301,499.67,71,13274.09
2025-10-27,Email,West,44618,532,446.19,46,7944.93
2025-10-27,Social Media,Northeast,223175,6115,2231.75,552,61050.84
2025-10-27,Social Media,Southeast,163185,6053,1631.86,497,82137.12
2025-10-27,Social Media,Midwest,194003,6358,1940.04,145,10101.22
2025-10-27,Social Media,West,194051,6536,1940.52,661,80008.61
2025-10-27,Paid Search,Northeast,81648,4362,3061.83,344,47828.67
2025-10-27,Paid Search,Southeast,73918,1831,2771.93,50,7824.8
2025-10-27,Paid Search,Midwest,78293,1926,2935.99,148,15887.19
2025-10-27,Paid Search,West,73594,1720,2759.79,112,12821.65
2025-10-27,Display Ads,Northeast,335657,18133,1678.29,1322,200879.62
2025-10-27,Display Ads,Southeast,253626,11704,1268.13,409,33329.43
2025-10-27,Display Ads,Midwest,309751,14403,1548.76,351,66440.57
2025-10-27,Display Ads,West,314422,10313,1572.11,886,107886.21
2025-10-28,Email,Northeast,54347,1059,543.47,104,18709.04
2025-10-28,Email,Southeast,48780,2017,487.8,210,17421.14
2025-10-28,Email,Midwest,45957,728,459.57,79,10843.45
2025-10-28,Email,West,46057,2333,460.58,228,32154.19
2025-10-28,Social Media,Northeast,282042,11986,2820.43,446,60809.17
2025-10-28,Social Media,Southeast,223678,2322,2236.78,126,19369.69
2025-10-28,Social Media,Midwest,145725,6085,1457.25,477,67304.2
2025-10-28,Social Media,West,234340,2545,2343.4,232,9493.04
2025-10-28,Paid Search,Northeast,94366,1825,3538.75,175,17741.28
2025-10-28,Paid Search,Southeast,86490,4319,3243.39,419,59487.96
2025-10-28,Paid Search,Midwest,81017,2701,3038.17,172,22540.94
2025-10-28,Paid Search,West,81367,2949,3051.28,331,18823.54
2025-10-28,Display Ads,Northeast,301435,11049,1507.18,488,85813.7
2025-10-28,Display Ads,Southeast,287833,4718,1439.17,397,76200.2
2025-10-28,Display Ads,Midwest,275474,6834,1377.37,328,24806.79
2025-10-28,Display Ads,West,302751,15547,1513.76,431,76709.95
2025-10-29,Email,Northeast,67345,3251,673.46,89,13167.62
2025-10-29,Email,Southeast,51384,1341,513.84,62,5990.99
2025-10-29,Email,Midwest,53661,675,536.62,69,9749.97
2025-10-29,Email,West,63656,2774,636.57,216,13634.04
2025-10-29,Social Media,Northeast,208877,9521,2088.78,197,37714.52
2025-10-29,Social Media,Southeast,170844,8208,1708.44,920,153259.02
2025-10-29,Social Media,Midwest,144012,1684,1440.12,149,24709.86
2025-10-29,Social Media,West,187991,3968,1879.92,317,22435.97
2025-10-29,Paid Search,Northeast,95447,4608,3579.28,384,67194.15
2025-10-29,Paid Search,Southeast,95488,4308,3580.8,266,19045.77
2025-10-29,Paid Search,Midwest,74100,3029,2778.78,278,54457.57
2025-10-29,Paid Search,West,84483,3373,3168.14,232,27180.98
2025-10-29,Display Ads,Northeast,308651,17647,1543.26,1074,193738.97
2025-10-29,Display Ads,Southeast,344965,10251,1724.83,268,12346.88
2025-10-29,Display Ads,Midwest,256375,6667,1281.88,445,79127.2
2025-10-29,Display Ads,West,365672,13143,1828.36,443,28869.27
2025-10-30,Email,Northeast,50862,2586,508.62,160,7369.73
2025-10-30,Email,Southeast,49718,2083,497.19,46,3948.86
2025-10-30,Email,Midwest,49302,2846,493.03,106,13894.23
2025-10-30,Email,West,52316,1611,523.16,100,17683.81
2025-10-30,Social Media,Northeast,244972,6839,2449.72,346,65945.3
2025-10-30,Social Media,Southeast,222139,12342,2221.4,1114,155457.51
2025-10-30,Social Media,Midwest,160791,4493,1607.92,447,35306.5
2025-10-30,Social Media,West,255545,6454,2555.46,708,46959.94
2025-10-30,Paid Search,Northeast,83901,3285,3146.29,257,18001.42
2025-10-30,Paid Search,Southeast,74342,1533,2787.83,149,10692.8
2025-10-30,Paid Search,Midwest,64107,1428,2404.04,56,6975.16
2025-10-30,Paid Search,West,96929,2644,3634.84,251,37888.37
2025-10-30,Display Ads,Northeast,345739,10425,1728.7,734,126691.49
2025-10-30,Display Ads,Southeast,294814,14681,1474.07,1324,153032.92
2025-10-30,Display Ads,Midwest,253284,4883,1266.42,407,43469.84
2025-10-30,Display Ads,West,298599,13635,1493.0,1465,142643.35
2025-10-31,Email,Northeast,68607,3772,686.08,276,43565.56
2025-10-31,Email,Southeast,43442,612,434.43,19,971.63
2025-10-31,Email,Midwest,43103,1911,431.04,206,11918.91
2025-10-31,Email,West,46336,1819,463.37,134,19269.78
2025-10-31,Social Media,Northeast,267986,12024,2679.86,793,105007.06
2025-10-31,Social Media,Southeast,183728,2937,1837.28,121,6858.64
2025-10-31,Social Media,Midwest,179258,9556,1792.58,594,39343.12
2025-10-31,Social Media,West,238456,7981,2384.57,425,79008.02
2025-10-31,Paid Search,Northeast,111170,4741,4168.88,152,8806.79
2025-10-31,Paid Search,Southeast,84856,4847,3182.1,414,28736.69
2025-10-31,Paid Search,Midwest,75541,1774,2832.79,107,20411.55
2025-10-31,Paid Search,West,87437,3064,3278.9,133,7489.35
2025-10-31,Display Ads,Northeast,344336,14546,1721.68,1465,81739.5
2025-10-31,Display Ads,Southeast,275746,15858,1378.73,1213,56604.61
2025-10-31,Display Ads,Midwest,246019,8075,1230.1,268,18495.41
2025-10-31,Display Ads,West,394475,13179,1972.38,926,136125.63
2025-11-01,Email,Northeast,47781,2803,477.81,290,33760.75
2025-11-01,Email,Southeast,30954,721,309.55,33,6353.41
2025-11-01,Email,Midwest,35053,1691,350.53,107,8728.89
2025-11-01,Email,West,44266,2457,442.66,138,24280.94
2025-11-01,Social Media,Northeast,144366,6013,1443.67,623,93081.41
2025-11-01,Social Media,Southeast,138240,3181,1382.41,212,13784.26
2025-11-01,Social Media,Midwest,130140,5990,1301.41,313,28352.42
2025-11-01,Social Media,West,141666,6554,1416.67,132,18959.77
2025-11-01,Paid Search,Northeast,56868,1436,2132.57,119,5942.81
2025-11-01,Paid Search,Southeast,47670,829,1787.63,97,10030.48
2025-11-01,Paid Search,Midwest,40649,1375,1524.37,93,5287.9
2025-11-01,Paid Search,West,63700,1305,2388.77,28,4096.62
2025-11-01,Display Ads,Northeast,277157,11450,1385.79,314,55662.04
2025-11-01,Display Ads,Southeast,219378,5680,1096.89,531,47724.84
2025-11-01,Display Ads,Midwest,208408,3820,1042.04,266,27010.71
2025-11-01,Display Ads,West,274845,13252,1374.23,774,67449.05
2025-11-02,Email,Northeast,43737,1608,437.38,79,5963.29
2025-11-02,Email,Southeast,38701,1156,387.02,98,19258.01
2025-11-02,Email,Midwest,26608,859,266.08,58,6880.52
2025-11-02,Email,West,36589,811,365.9,62,7274.8
2025-11-02,Social Media,Northeast,199547,2458,1995.47,146,28253.16
2025-11-02,Social Media,Southeast,156851,9036,1568.51,615,29530.59
2025-11-02,Social Media,Midwest,118206,6612,1182.07,778,153538.52
2025-11-02,Social Media,West,149514,7090,1495.15,298,12403.84
2025-11-02,Paid Search,Northeast,56832,1969,2131.23,79,6199.25
2025-11-02,Paid Search,Southeast,65670,895,2462.64,45,4021.37
2025-11-02,Paid Search,Midwest,54852,2085,2056.99,112,10999.75
2025-11-02,Paid Search,West,70727,2328,2652.28,256,14763.12
2025-11-02,Display Ads,Northeast,233684,12129,1168.42,732,82837.53
2025-11-02,Display Ads,Southeast,185040,10358,925.2,393,22736.34
2025-11-02,Display Ads,Midwest,159465,4799,797.33,468,53122.93
2025-11-02,Display Ads,West,262754,8816,1313.77,792,75429.32
2025-11-03,Email,Northeast,71765,3406,717.65,248,11776.7
2025-11-03,Email,Southeast,48582,2898,485.82,199,16902.74
2025-11-03,Email,Midwest,44470,533,444.7,59,8687.76
2025-11-03,Email,West,55139,2429,551.4,91,16152.94
2025-11-03,Social Media,Northeast,222968,8885,2229.68,674,102123.44
2025-11-03,Social Media,Southeast,222825,8917,2228.25,424,41264.24
2025-11-03,Social Media,Midwest,163502,8222,1635.02,780,117333.89
2025-11-03,Social Media,West,244069,2567,2440.7,115,12823.99
2025-11-03,Paid Search,Northeast,82334,3218,3087.53,350,45249.38
2025-11-03,Paid Search,Southeast,75900,3445,2846.26,389,46060.49
2025-11-03,Paid Search,Midwest,67214,1544,2520.53,141,18503.78
2025-11-03,Paid Search,West,95623,4932,3585.88,114,19193.24
2025-11-03,Display Ads,Northeast,402207,10147,2011.04,1124,72943.71
2025-11-03,Display Ads,Southeast,333496,6825,1667.48,191,7701.59
2025-11-03,Display Ads,Midwest,314083,5634,1570.42,456,41971.76
2025-11-03,Display Ads,West,361133,3924,1805.67,385,38329.99
2025-11-04,Email,Northeast,67600,2129,676.01,231,10301.59
2025-11-04,Email,Southeast,41467,1754,414.67,47,7055.09
2025-11-04,Email,Midwest,41523,1008,415.23,71,11259.19
2025-11-04,Email,West,51797,2857,517.98,104,16659.57
2025-11-04,Social Media,Northeast,213745,11715,2137.45,282,49260.12
2025-11-04,Social Media,Southeast,167972,5214,1679.72,279,45074.91
2025-11-04,Social Media,Midwest,210582,8287,2105.83,420,34411.86
2025-11-04,Social Media,West,226674,3483,2266.75,118,17822.19
2025-11-04,Paid Search,Northeast,104632,1946,3923.73,150,10060.6
2025-11-04,Paid Search,Southeast,90273,3216,3385.26,271,39472.0
2025-11-04,Paid Search,Midwest,68881,1941,2583.06,169,33687.19
2025-11-04,Paid Search,West,92608,2022,3472.82,200,32518.02
2025-11-04,Display Ads,Northeast,325261,12019,1626.31,1346,87411.03
2025-11-04,Display Ads,Southeast,295887,14845,1479.44,823,108561.52
2025-11-04,Display Ads,Midwest,284260,10601,1421.3,857,81539.7
2025-11-04,Display Ads,West,338215,5853,1691.08,440,66344.45
2025-11-05,Email,Northeast,69000,1562,690.01,56,6084.78
2025-11-05,Email,Southeast,44701,2437,447.02,99,15028.23
2025-11-05,Email,Midwest,36861,1297,368.61,73,10302.0
2025-11-05,Email,West,54000,2162,540.01,165,23994.73
2025-11-05,Social Media,Northeast,263538,6225,2635.39,177,31145.29
2025-11-05,Social Media,Southeast,184266,10972,1842.66,843,151662.88
2025-11-05,Social Media,Midwest,181702,10870,1817.02,1232,98093.53
2025-11-05,Social Media,West,219482,5774,2194.83,369,42941.61
2025-11-05,Paid Search,Northeast,101480,4090,3805.5,191,26533.01
2025-11-05,Paid Search,Southeast,72649,1664,2724.35,144,20076.05
2025-11-05,Paid Search,Midwest,71538,3841,2682.7,364,18710.06
2025-11-05,Paid Search,West,87017,3678,3263.16,322,50565.56
2025-11-05,Display Ads,Northeast,399037,8402,1995.19,284,19236.77
2025-11-05,Display Ads,Southeast,301673,11945,1508.37,1019,112010.57
2025-11-05,Display Ads,Midwest,249582,3388,1247.91,75,13975.97
2025-11-05,Display Ads,West,316792,8218,1583.96,507,46390.14
2025-11-06,Email,Northeast,58379,2387,583.8,207,11123.48
2025-11-06,Email,Southeast,41621,1131,416.22,72,7987.97
2025-11-06,Email,Midwest,36064,1292,360.64,147,23104.02
2025-11-06,Email,West,47294,1644,472.95,64,10230.64
2025-11-06,Social Media,Northeast,229524,7200,2295.25,355,30322.24
2025-11-06,Social Media,Southeast,162411,8568,1624.12,369,39535.03
2025-11-06,Social Media,Midwest,188658,3132,1886.59,316,50186.36
2025-11-06,Social Media,West,216319,6149,2163.2,474,34912.46
2025-11-06,Paid Search,Northeast,97595,4165,3659.81,330,35729.87
2025-11-06,Paid Search,Southeast,66320,3005,2487.0,327,26802.88
2025-11-06,Paid Search,Midwest,64402,3758,2415.08,301,31342.91
2025-11-06,Paid Search,West,74317,3635,2786.9,401,34357.82
2025-11-06,Display Ads,Northeast,294169,7583,1470.85,624,86510.06
2025-11-06,Display Ads,Southeast,274892,14303,1374.46,1040,122046.91
2025-11-06,Display Ads,Midwest,227222,3837,1136.11,243,30145.81
2025-11-06,Display Ads,West,359262,10750,1796.31,231,16259.18
2025-11-07,Email,Northeast,61837,1726,618.38,93,16088.24
2025-11-07,Email,Southeast,53372,3179,533.73,352,26097.97
2025-11-07,Email,Midwest,49093,1187,490.94,106,18831.09
2025-11-07,Email,West,63100,2077,631.01,63,6727.54
2025-11-07,Social Media,Northeast,231771,2332,2317.72,53,5626.54
2025-11-07,Social Media,Southeast,228070,6954,2280.7,660,35096.31
2025-11-07,Social Media,Midwest,158245,1941,1582.45,75,13293.54
2025-11-07,Social Media,West,226522,5833,2265.23,316,26019.7
2025-11-07,Paid Search,Northeast,103830,3814,3893.64,271,51767.16
2025-11-07,Paid Search,Southeast,83392,3592,3127.22,92,18349.14
2025-11-07,Paid Search,Midwest,80072,3692,3002.73,271,52794.78
2025-11-07,Paid Search,West,99039,3350,3714.0,96,15041.34
2025-11-07,Display Ads,Northeast,326821,7348,1634.11,674,118618.41
2025-11-07,Display Ads,Southeast,282921,10942,1414.61,672,114820.36
2025-11-07,Display Ads,Midwest,219470,8500,1097.35,608,45206.42
2025-11-07,Display Ads,West,264053,5394,1320.27,515,62791.37
2025-11-08,Email,Northeast,39251,1637,392.52,150,10017.96
2025-11-08,Email,Southeast,33651,1791,336.51,57,3296.42
2025-11-08,Email,Midwest,31819,1847,318.2,199,39509.38
2025-11-08,Email,West,33974,853,339.75,35,2150.94
2025-11-08,Social Media,Northeast,179915,9225,1799.16,878,76320.91
2025-11-08,Social Media,Southeast,126128,2015,1261.29,99,19554.93
2025-11-08,Social Media,Midwest,139473,7865,1394.74,268,39199.74
2025-11-08,Social Media,West,179970,8459,1799.71,494,98632.73
2025-11-08,Paid Search,Northeast,73676,1727,2762.87,119,13861.27
2025-11-08,Paid Search,Southeast,47182,2559,1769.35,228,31458.72
2025-11-08,Paid Search,Midwest,58899,2638,2208.75,151,28692.87
2025-11-08,Paid Search,West,59066,594,2215.01,52,6615.56
2025-11-08,Display Ads,Northeast,265437,5870,1327.19,701,127956.17
2025-11-08,Display Ads,Southeast,245243,7572,1226.22,720,59625.75
2025-11-08,Display Ads,Midwest,193780,7453,968.9,676,60388.35
2025-11-08,Display Ads,West,195417,5516,977.09,163,20830.39
2025-11-09,Email,Northeast,34646,937,346.47,78,3261.15
2025-11-09,Email,Southeast,29138,1464,291.39,52,8426.0
2025-11-09,Email,Midwest,26604,1350,266.05,34,4468.6
2025-11-09,Email,West,46133,2569,461.33,273,14778.01
2025-11-09,Social Media,Northeast,147256,4689,1472.57,145,13303.68
2025-11-09,Social Media,Southeast,118648,6149,1186.49,230,17058.43
2025-11-09,Social Media,Midwest,141868,4287,1418.68,414,61678.44
2025-11-09,Social Media,West,134417,2982,1344.17,280,42737.49
2025-11-09,Paid Search,Northeast,79625,1988,2985.96,199,30097.42
2025-11-09,Paid Search,Southeast,60597,1627,2272.42,118,22882.98
2025-11-09,Paid Search,Midwest,53503,2884,2006.37,266,41374.63
2025-11-09,Paid Search,West,72672,3152,2725.21,126,10400.58
2025-11-09,Display Ads,Northeast,236910,12613,1184.55,1367,186431.79
2025-11-09,Display Ads,Southeast,169631,5584,848.16,150,18424.43
2025-11-09,Display Ads,Midwest,189742,4864,948.71,266,30461.31
2025-11-09,Display Ads,West,257568,3980,1287.84,314,48303.29
2025-11-10,Email,Northeast,58599,2851,586.0,74,5829.18
2025-11-10,Email,Southeast,47789,2084,477.89,82,5309.01
2025-11-10,Email,Midwest,47458,2487,474.59,146,25445.42
2025-11-10,Email,West,54695,3047,546.95,294,26663.14
2025-11-10,Social Media,Northeast,239845,6606,2398.45,555,23480.29
2025-11-10,Social Media,Southeast,190646,3265,1906.46,266,49755.75
2025-11-10,Social Media,Midwest,201740,2349,2017.4,260,38967.25
2025-11-10,Social Media,West,222915,7649,2229.16,679,129245.65
2025-11-10,Paid Search,Northeast,112239,5747,4208.99,491,28935.04
2025-11-10,Paid Search,Southeast,69449,2859,2604.36,254,21231.17
2025-11-10,Paid Search,Midwest,60502,3309,2268.84,214,40955.76
2025-11-10,Paid Search,West,104018,1924,3900.7,120,6098.85
2025-11-10,Display Ads,Northeast,301144,4866,1505.72,375,63387.64
2025-11-10,Display Ads,Southeast,284077,15905,1420.39,556,47945.66
2025-11-10,Display Ads,Midwest,286232,6705,1431.16,443,87581.9
2025-11-10,Display Ads,West,343234,15202,1716.17,1043,86618.22
2025-11-11,Email,Northeast,69348,2384,693.48,97,13083.58
2025-11-11,Email,Southeast,44196,558,441.97,40,7227.78
2025-11-11,Email,Midwest,47093,1149,470.94,53,10095.46
2025-11-11,Email,West,48070,2612,480.71,279,24125.76
2025-11-11,Social Media,Northeast,243678,8471,2436.79,964,125586.15
2025-11-11,Social Media,Southeast,199055,4043,1990.55,306,23642.04
2025-11-11,Social Media,Midwest,158953,2854,1589.53,138,9718.76
2025-11-11,Social Media,West,177806,8007,1778.07,828,137627.62
2025-11-11,Paid Search,Northeast,91998,2357,3449.96,266,25835.74
2025-11-11,Paid Search,Southeast,87356,2698,3275.87,96,18730.16
2025-11-11,Paid Search,Midwest,75862,3074,2844.83,187,9632.05
2025-11-11,Paid Search,West,89457,1937,3354.66,59,11527.9
2025-11-11,Display Ads,Northeast,408790,8310,2043.95,784,84551.83
2025-11-11,Display Ads,Southeast,303956,9473,1519.78,819,93736.88
2025-11-11,Display Ads,Midwest,243474,4137,1217.37,212,26367.3
2025-11-11,Display Ads,West,278940,3183,1394.7,343,50852.93
2025-11-12,Email,Northeast,70155,2985,701.56,79,5726.21
2025-11-12,Email,Southeast,56417,2170,564.17,57,6793.9
2025-11-12,Email,Midwest,48563,2453,485.63,214,28493.68
2025-11-12,Email,West,51605,1132,516.06,105,14882.43
2025-11-12,Social Media,Northeast,266066,15642,2660.67,1419,108805.23
2025-11-12,Social Media,Southeast,239040,2506,2390.41,187,31824.12
2025-11-12,Social Media,Midwest,205560,2174,2055.6,140,8537.48
2025-11-12,Social Media,West,220234,2372,2202.34,197,34599.18
2025-11-12,Paid Search,Northeast,86060,2994,3227.26,334,53777.67
2025-11-12,Paid Search,Southeast,75018,3589,2813.19,309,47701.03
2025-11-12,Paid Search,Midwest,74585,901,2796.95,97,18301.76
2025-11-12,Paid Search,West,88956,2539,3335.88,190,24779.15
2025-11-12,Display Ads,Northeast,376820,10702,1884.1,654,56458.18
2025-11-12,Display Ads,Southeast,306514,3190,1532.57,332,46345.99
2025-11-12,Display Ads,Midwest,247917,8723,1239.59,1038,187323.82
2025-11-12,Display Ads,West,335618,6946,1678.09,184,27106.29
2025-11-13,Email,Northeast,69881,2749,698.82,177,31255.97
2025-11-13,Email,Southeast,49389,2548,493.89,158,12416.31
2025-11-13,Email,Midwest,41682,914,416.83,24,1998.88
2025-11-13,Email,West,52682,3051,526.82,113,19788.08
2025-11-13,Social Media,Northeast,261296,6214,2612.96,351,66932.13
2025-11-13,Social Media,Southeast,206878,7878,2068.78,411,33474.45
2025-11-13,Social Media,Midwest,151886,6995,1518.86,398,39427.24
2025-11-13,Social Media,West,212322,6473,2123.23,296,37733.54
2025-11-13,Paid Search,Northeast,86470,1816,3242.65,175,11691.81
2025-11-13,Paid Search,Southeast,89792,1705,3367.24,71,12473.36
2025-11-13,Paid Search,Midwest,84830,1616,3181.14,151,15834.38
2025-11-13,Paid Search,West,99198,2696,3719.95,105,14159.71
2025-11-13,Display Ads,Northeast,303015,16701,1515.08,1521,74383.62
2025-11-13,Display Ads,Southeast,252306,10407,1261.53,353,51333.32
2025-11-13,Display Ads,Midwest,245909,9680,1229.55,842,156974.62
2025-11-13,Display Ads,West,322742,4555,1613.71,318,23248.97
2025-11-14,Email,Northeast,48368,1872,483.69,106,20195.55
2025-11-14,Email,Southeast,53141,2236,531.42,170,23216.78
2025-11-14,Email,Midwest,52193,1437,521.93,167,14380.62
2025-11-14,Email,West,60495,3337,604.95,137,8283.6
2025-11-14,Social Media,Northeast,281282,4525,2812.83,188,24741.32
2025-11-14,Social Media,Southeast,211548,5775,2115.48,543,91329.35
2025-11-14,Social Media,Midwest,172563,3412,1725.64,156,21067.58
2025-11-14,Social Media,West,196488,6581,1964.89,644,117675.49
2025-11-14,Paid Search,Northeast,106164,3627,3981.16,112,18106.4
2025-11-14,Paid Search,Southeast,69921,2844,2622.07,109,19706.93
2025-11-14,Paid Search,Midwest,84007,3668,3150.3,180,33473.14
2025-11-14,Paid Search,West,81931,2486,3072.43,86,8895.25
2025-11-14,Display Ads,Northeast,375412,3925,1877.06,202,21507.42
2025-11-14,Display Ads,Southeast,303853,4082,1519.27,168,19022.17
2025-11-14,Display Ads,Midwest,245815,2642,1229.08,121,9972.48
2025-11-14,Display Ads,West,374221,20171,1871.11,2230,271407.14
2025-11-15,Email,Northeast,45909,2059,459.1,59,7619.66
2025-11-15,Email,Southeast,31606,799,316.07,69,8308.38
2025-11-15,Email,Midwest,29196,1432,291.97,76,14447.19
2025-11-15,Email,West,32517,843,325.18,22,3888.53
2025-11-15,Social Media,Northeast,170582,4652,1705.83,276,20770.2
2025-11-15,Social Media,Southeast,126724,2147,1267.25,139,23526.26
2025-11-15,Social Media,Midwest,112081,6183,1120.82,160,26188.8
2025-11-15,Social Media,West,139667,2449,1396.68,247,36948.03
2025-11-15,Paid Search,Northeast,62925,2753,2359.7,227,10496.24
2025-11-15,Paid Search,Southeast,51601,1297,1935.06,46,9080.32
2025-11-15,Paid Search,Midwest,52036,1404,1951.38,30,1387.99
2025-11-15,Paid Search,West,56282,1769,2110.6,137,16466.1
2025-11-15,Display Ads,Northeast,274557,12497,1372.79,1250,184033.37
2025-11-15,Display Ads,Southeast,200449,11954,1002.25,893,67693.16
2025-11-15,Display Ads,Midwest,188315,6380,941.58,638,81278.66
2025-11-15,Display Ads,West,256730,7137,1283.65,261,36941.29
2025-11-16,Email,Northeast,48418,2724,484.18,85,5262.67
2025-11-16,Email,Southeast,40780,1599,407.81,128,21925.31
2025-11-16,Email,Midwest,31106,768,311.07,50,7531.32
2025-11-16,Email,West,37231,979,372.32,101,6397.41
2025-11-16,Social Media,Northeast,197496,5050,1974.96,311,19036.68
2025-11-16,Social Media,Southeast,136544,4915,1365.45,170,9626.34
2025-11-16,Social Media,Midwest,118733,1233,1187.33,102,9401.31
2025-11-16,Social Media,West,130634,6143,1306.34,713,76326.91
2025-11-16,Paid Search,Northeast,64331,2251,2412.43,235,14151.25
2025-11-16,Paid Search,Southeast,52814,1938,1980.54,76,9817.6
2025-11-16,Paid Search,Midwest,57714,591,2164.28,58,5302.33
2025-11-16,Paid Search,West,59005,1826,2212.71,72,12165.89
2025-11-16,Display Ads,Northeast,270594,8076,1352.97,917,42260.65
2025-11-16,Display Ads,Southeast,201276,6475,1006.38,240,40889.76
2025-11-16,Display Ads,Midwest,188047,7915,940.24,478,54962.56
2025-11-16,Display Ads,West,275452,15817,1377.26,341,64254.59
2025-11-17,Email,Northeast,65640,865,656.41,71,11701.87
2025-11-17,Email,Southeast,59482,2440,594.83,77,3331.62
2025-11-17,Email,Midwest,50058,2491,500.59,238,10877.01
2025-11-17,Email,West,49752,2627,497.52,171,8080.69
2025-11-17,Social Media,Northeast,232655,13956,2326.56,1037,94965.44
2025-11-17,Social Media,Southeast,176263,7026,1762.64,630,122588.85
2025-11-17,Social Media,Midwest,145502,4290,1455.03,255,24837.02
2025-11-17,Social Media,West,212460,7592,2124.61,575,57033.95
2025-11-17,Paid Search,Northeast,76902,902,2883.85,71,7927.06
2025-11-17,Paid Search,Southeast,91235,4420,3421.31,161,20248.19
2025-11-17,Paid Search,Midwest,61089,2983,2290.87,117,18979.71
2025-11-17,Paid Search,West,93409,1606,3502.86,63,12420.95
2025-11-17,Display Ads,Northeast,411427,14666,2057.14,541,88331.14
2025-11-17,Display Ads,Southeast,358314,19204,1791.57,2153,86920.23
2025-11-17,Display Ads,Midwest,307834,18437,1539.17,785,49406.68
2025-11-17,Display Ads,West,285520,10260,1427.6,1041,173101.09
2025-11-18,Email,Northeast,60629,2741,606.29,112,19779.71
2025-11-18,Email,Southeast,48373,1444,483.74,99,9034.29
2025-11-18,Email,Midwest,47086,2291,470.86,184,22337.18
2025-11-18,Email,West,58694,2634,586.95,267,21514.98
2025-11-18,Social Media,Northeast,244292,6662,2442.92,345,18700.43
2025-11-18,Social Media,Southeast,164482,9165,1644.83,261,39372.58
2025-11-18,Social Media,Midwest,204265,10985,2042.65,1120,215745.28
2025-11-18,Social Media,West,251541,4161,2515.41,246,21258.72
2025-11-18,Paid Search,Northeast,83570,3489,3133.88,202,31453.86
2025-11-18,Paid Search,Southeast,70983,2742,2661.9,70,3229.25
2025-11-18,Paid Search,Midwest,61361,1583,2301.07,155,11464.15
2025-11-18,Paid Search,West,79779,3821,2991.72,160,30869.37
2025-11-18,Display Ads,Northeast,353217,9216,1766.09,1004,79985.79
2025-11-18,Display Ads,Southeast,340829,8586,1704.15,737,124515.3
2025-11-18,Display Ads,Midwest,305799,12095,1529.0,940,168830.71
2025-11-18,Display Ads,West,340551,8605,1702.76,422,59679.66
2025-11-19,Email,Northeast,53242,661,532.43,71,11213.85
2025-11-19,Email,Southeast,45309,1673,453.1,101,4584.4
2025-11-19,Email,Midwest,39767,1156,397.67,54,2678.93
2025-11-19,Email,West,61392,2610,613.92,270,52027.44
2025-11-19,Social Media,Northeast,199957,11194,1999.58,1153,82280.4
2025-11-19,Social Media,Southeast,208327,7983,2083.27,890,133911.4
2025-11-19,Social Media,Midwest,160797,1686,1607.97,190,7838.54
2025-11-19,Social Media,West,242235,12812,2422.35,802,145638.59
2025-11-19,Paid Search,Northeast,85433,1443,3203.75,116,8090.29
2025-11-19,Paid Search,Southeast,90625,4155,3398.45,204,37648.01
2025-11-19,Paid Search,Midwest,76794,2510,2879.8,200,15690.64
2025-11-19,Paid Search,West,86336,1105,3237.63,47,6009.23
2025-11-19,Display Ads,Northeast,303286,12607,1516.43,1509,197985.07
2025-11-19,Display Ads,Southeast,347511,13499,1737.56,527,75282.32
2025-11-19,Display Ads,Midwest,306937,7075,1534.69,507,27039.39
2025-11-19,Display Ads,West,395821,7573,1979.11,905,180687.36
2025-11-20,Email,Northeast,70513,2356,705.13,150,27008.64
2025-11-20,Email,Southeast,47790,1749,477.9,122,13767.73
2025-11-20,Email,Midwest,53106,2005,531.06,63,8778.01
2025-11-20,Email,West,65346,874,653.47,75,14727.4
2025-11-20,Social Media,Northeast,258419,4573,2584.2,479,46117.45
2025-11-20,Social Media,Southeast,196868,5338,1968.69,208,40386.86
2025-11-20,Social Media,Midwest,161057,7564,1610.57,374,53802.5
2025-11-20,Social Media,West,227291,6394,2272.92,749,92271.86
2025-11-20,Paid Search,Northeast,98952,3920,3710.72,399,75632.19
2025-11-20,Paid Search,Southeast,84210,4750,3157.88,534,34672.28
2025-11-20,Paid Search,Midwest,79438,3616,2978.95,421,17847.19
2025-11-20,Paid Search,West,73979,1285,2774.23,42,5912.17
2025-11-20,Display Ads,Northeast,411745,24567,2058.73,1248,164896.67
2025-11-20,Display Ads,Southeast,252210,9633,1261.05,595,85070.07
2025-11-20,Display Ads,Midwest,253659,10519,1268.3,823,97977.99
2025-11-20,Display Ads,West,308321,14177,1541.61,552,109233.95
2025-11-21,Email,Northeast,67152,2089,671.52,153,16068.02
2025-11-21,Email,Southeast,49649,1618,496.5,85,14362.68
2025-11-21,Email,Midwest,52615,1913,526.16,146,6787.97
2025-11-21,Email,West,62079,1090,620.79,77,12555.04
2025-11-21,Social Media,Northeast,216969,8021,2169.69,578,29130.66
